food,amount,user_id,date_of_eat
apple,366,200000003,09/10/2024
soup,111,200000001,10/10/2024
yogurt,321,200000003,10/10/2024
banana,358,200000002,10/10/2024
fish,329,200000002,11/10/2024
rice,265,200000003,11/10/2024
steak,107,200000003,11/10/2024
banana,305,200000001,12/10/2024
yogurt,152,200000001,12/10/2024
chicken,263,200000003,12/10/2024
pasta,257,200000001,13/10/2024
soup,115,200000002,13/10/2024
rice,396,200000002,13/10/2024
chicken,136,200000001,14/10/2024
banana,250,200000002,14/10/2024
chicken,134,200000003,14/10/2024
banana,176,200000002,15/10/2024
soup,340,200000002,15/10/2024
chicken,291,200000001,15/10/2024
chicken,106,200000003,16/10/2024
yogurt,391,200000001,16/10/2024
rice,204,200000003,16/10/2024
salad,265,200000003,17/10/2024
chicken,319,200000003,17/10/2024
pasta,323,200000002,17/10/2024
steak,307,200000003,18/10/2024
yogurt,207,200000002,18/10/2024
chicken,156,200000001,18/10/2024
yogurt,309,200000003,19/10/2024
soup,352,200000002,19/10/2024
chicken,184,200000001,19/10/2024
steak,240,200000002,20/10/2024
soup,332,200000003,20/10/2024
steak,196,200000002,20/10/2024
banana,279,200000001,21/10/2024
soup,393,200000003,21/10/2024
fish,391,200000002,21/10/2024
pasta,138,200000003,22/10/2024
banana,275,200000001,22/10/2024
pasta,154,200000002,22/10/2024
pasta,376,200000002,23/10/2024
pasta,311,200000002,23/10/2024
salad,397,200000001,23/10/2024
salad,399,200000002,24/10/2024
soup,140,200000003,24/10/2024
yogurt,148,200000003,24/10/2024
yogurt,349,200000003,25/10/2024
fish,319,200000001,25/10/2024
chicken,317,200000003,25/10/2024
yogurt,227,200000003,26/10/2024
pasta,293,200000003,26/10/2024
rice,327,200000001,26/10/2024
soup,356,200000002,27/10/2024
steak,223,200000003,27/10/2024
pasta,195,200000002,27/10/2024
soup,395,200000001,28/10/2024
steak,167,200000002,28/10/2024
banana,332,200000003,28/10/2024
salad,336,200000002,29/10/2024
yogurt,345,200000001,29/10/2024
banana,173,200000001,29/10/2024
rice,215,200000003,30/10/2024
chicken,270,200000003,30/10/2024
soup,398,200000001,30/10/2024
yogurt,296,200000001,31/10/2024
chicken,234,200000002,31/10/2024
steak,240,200000002,31/10/2024
apple,217,200000002,01/11/2024
chicken,283,200000001,01/11/2024
steak,281,200000002,01/11/2024
yogurt,350,200000001,02/11/2024
chicken,356,200000001,02/11/2024
soup,294,200000003,02/11/2024
salad,216,200000002,03/11/2024
pasta,399,200000003,03/11/2024
soup,330,200000001,03/11/2024
apple,153,200000002,04/11/2024
pasta,229,200000002,04/11/2024
salad,128,200000003,04/11/2024
fish,100,200000002,05/11/2024
fish,354,200000003,05/11/2024
salad,128,200000003,05/11/2024
rice,250,200000002,06/11/2024
apple,178,200000003,06/11/2024
yogurt,171,200000002,06/11/2024
chicken,278,200000001,07/11/2024
chicken,127,200000001,07/11/2024
steak,317,200000003,07/11/2024
chicken,264,200000002,08/11/2024
pasta,342,200000001,08/11/2024
pasta,344,200000002,08/11/2024
yogurt,170,200000003,09/11/2024
chicken,192,200000003,09/11/2024
pasta,262,200000002,09/11/2024
steak,350,200000001,10/11/2024
steak,196,200000001,10/11/2024
pasta,202,200000001,10/11/2024
soup,373,200000003,11/11/2024
pasta,359,200000001,11/11/2024
fish,103,200000003,11/11/2024
pasta,151,200000003,12/11/2024
apple,301,200000002,12/11/2024
banana,318,200000002,12/11/2024
rice,326,200000003,13/11/2024
salad,331,200000003,13/11/2024
apple,370,200000003,13/11/2024
banana,292,200000001,14/11/2024
fish,222,200000001,14/11/2024
rice,264,200000001,14/11/2024
rice,321,200000002,15/11/2024
soup,114,200000003,15/11/2024
pasta,288,200000003,15/11/2024
steak,353,200000002,16/11/2024
steak,107,200000001,16/11/2024
banana,196,200000001,16/11/2024
yogurt,285,200000002,17/11/2024
rice,148,200000003,17/11/2024
fish,252,200000001,17/11/2024
rice,142,200000002,18/11/2024
rice,196,200000002,18/11/2024
chicken,265,200000001,18/11/2024
pasta,323,200000002,19/11/2024
apple,330,200000003,19/11/2024
salad,363,200000001,19/11/2024
soup,182,200000003,20/11/2024
chicken,190,200000001,20/11/2024
pasta,374,200000003,20/11/2024
apple,363,200000001,21/11/2024
pasta,298,200000002,21/11/2024
salad,175,200000001,21/11/2024
yogurt,395,200000002,22/11/2024
salad,137,200000001,22/11/2024
banana,247,200000003,22/11/2024
yogurt,155,200000003,23/11/2024
rice,399,200000002,23/11/2024
steak,296,200000002,23/11/2024
salad,245,200000001,24/11/2024
salad,159,200000002,24/11/2024
fish,335,200000003,24/11/2024
rice,187,200000002,25/11/2024
rice,309,200000002,25/11/2024
fish,336,200000001,25/11/2024
salad,167,200000003,26/11/2024
banana,220,200000003,26/11/2024
chicken,254,200000002,26/11/2024
yogurt,119,200000001,27/11/2024
steak,246,200000002,27/11/2024
chicken,322,200000003,27/11/2024
steak,159,200000002,28/11/2024
soup,310,200000003,28/11/2024
salad,224,200000001,28/11/2024
salad,118,200000003,29/11/2024
chicken,389,200000003,29/11/2024
steak,136,200000002,29/11/2024
apple,297,200000001,30/11/2024
soup,217,200000002,30/11/2024
chicken,212,200000001,30/11/2024
fish,224,200000002,01/12/2024
soup,372,200000002,01/12/2024
apple,129,200000003,01/12/2024
chicken,209,200000002,02/12/2024
apple,314,200000003,02/12/2024
soup,106,200000002,02/12/2024
soup,224,200000001,03/12/2024
yogurt,170,200000003,03/12/2024
yogurt,133,200000001,03/12/2024
fish,305,200000001,04/12/2024
chicken,132,200000002,04/12/2024
rice,188,200000001,04/12/2024
steak,110,200000003,05/12/2024
apple,369,200000002,05/12/2024
chicken,148,200000002,05/12/2024
apple,151,200000001,06/12/2024
banana,104,200000003,06/12/2024
pasta,369,200000003,06/12/2024
fish,286,200000003,07/12/2024
apple,264,200000001,07/12/2024
salad,233,200000003,07/12/2024
pasta,194,200000002,08/12/2024
chicken,228,200000001,08/12/2024
salad,182,200000002,08/12/2024
pasta,142,200000001,09/12/2024
chicken,222,200000002,09/12/2024
fish,344,200000002,09/12/2024
chicken,140,200000003,10/12/2024
apple,208,200000001,10/12/2024
soup,156,200000003,10/12/2024
soup,196,200000001,11/12/2024
salad,134,200000003,11/12/2024
banana,328,200000001,11/12/2024
steak,235,200000001,12/12/2024
fish,364,200000001,12/12/2024
apple,139,200000002,12/12/2024
chicken,234,200000002,13/12/2024
salad,389,200000001,13/12/2024
rice,257,200000003,13/12/2024
soup,391,200000001,14/12/2024
yogurt,340,200000002,14/12/2024
chicken,168,200000003,14/12/2024
yogurt,149,200000003,15/12/2024
fish,385,200000002,15/12/2024
fish,348,200000001,15/12/2024
apple,250,200000003,16/12/2024
apple,322,200000001,16/12/2024
chicken,335,200000002,16/12/2024
chicken,245,200000002,17/12/2024
rice,147,200000001,17/12/2024
banana,100,200000003,17/12/2024
pasta,281,200000003,18/12/2024
pasta,318,200000003,18/12/2024
steak,334,200000003,18/12/2024
pasta,199,200000001,19/12/2024
yogurt,141,200000003,19/12/2024
banana,102,200000003,19/12/2024
soup,142,200000001,20/12/2024
chicken,350,200000003,20/12/2024
salad,251,200000002,20/12/2024
soup,325,200000003,21/12/2024
soup,359,200000002,21/12/2024
apple,381,200000001,21/12/2024
yogurt,125,200000001,22/12/2024
apple,269,200000002,22/12/2024
fish,138,200000001,22/12/2024
soup,308,200000001,23/12/2024
steak,115,200000003,23/12/2024
apple,389,200000001,23/12/2024
soup,328,200000003,24/12/2024
soup,283,200000003,24/12/2024
apple,173,200000003,24/12/2024
pasta,197,200000003,25/12/2024
soup,252,200000002,25/12/2024
apple,333,200000002,25/12/2024
apple,125,200000001,26/12/2024
chicken,248,200000002,26/12/2024
soup,326,200000001,26/12/2024
rice,135,200000003,27/12/2024
salad,243,200000003,27/12/2024
rice,169,200000003,27/12/2024
steak,127,200000002,28/12/2024
banana,201,200000003,28/12/2024
chicken,266,200000003,28/12/2024
pasta,128,200000002,29/12/2024
steak,214,200000001,29/12/2024
fish,380,200000003,29/12/2024
steak,268,200000003,30/12/2024
salad,360,200000003,30/12/2024
steak,225,200000001,30/12/2024
apple,309,200000003,31/12/2024
soup,325,200000001,31/12/2024
steak,194,200000002,31/12/2024
apple,300,200000003,01/01/2025
fish,199,200000001,01/01/2025
pasta,242,200000002,01/01/2025
